time,x1,x2,x3
24-04-21 17:09,-9.304759,-1.9747663,-1.6088557
24-04-21 17:09,-9.670266,-1.594615,-1.8487929
24-04-21 17:09,-9.567679,-1.6683371,-1.7592211
24-04-21 17:09,-9.652559,-1.4409646,-1.6909193
24-04-21 17:09,-9.537896,-1.6520183,-1.7541741
24-04-21 17:09,-9.5223055,-1.4082407,-1.6837559
24-04-21 17:09,-9.484879,-1.9457965,-1.785816
24-04-21 17:09,-9.52604,-1.5856798,-1.945107
24-04-21 17:09,-9.2521715,-1.6258737,-2.0735033
24-04-21 17:09,-9.4573555,-1.2972744,-2.128493
24-04-21 17:09,-9.367056,-1.1313465,-2.1499643
24-04-21 17:09,-9.360055,-1.143509,-2.0754473
24-04-21 17:09,-9.43212,-1.0650941,-2.1061409
24-04-21 17:09,-9.505335,-1.1458937,-2.2316642
24-04-21 17:09,-9.433355,-1.2111309,-2.172767
24-04-21 17:09,-9.350182,-1.2675956,-2.1547625
24-04-21 17:09,-9.330616,-1.2468907,-2.1850634
24-04-21 17:09,-9.3683195,-1.2012572,-2.141671
24-04-21 17:09,-9.493996,-1.2121365,-2.1805048
24-04-21 17:09,-9.413082,-1.217758,-2.1133044
24-04-21 17:09,-9.49754,-1.2763969,-2.0425892
24-04-21 17:09,-9.293918,-1.2561706,-2.0841908
24-04-21 17:09,-9.477093,-1.3090059,-2.2695308
24-04-21 17:09,-9.390347,-1.3587669,-2.1366143
24-04-21 17:09,-9.512317,-1.4261014,-2.1028178
24-04-21 17:09,-9.434792,-1.3788878,-2.0865853
24-04-21 17:09,-9.681003,-1.2951769,-2.0803316
24-04-21 17:09,-9.668294,-1.2648855,-2.1661396
24-04-21 17:09,-9.617661,-1.140952,-2.288196
24-04-21 17:09,-9.797026,-1.1918049,-2.2737637
24-04-21 17:09,-9.56452,-1.3269144,-2.2319226
24-04-21 17:09,-9.27102,-1.4583179,-2.1154687
24-04-21 17:09,-9.312247,-1.5825769,-2.193357
24-04-21 17:09,-9.333815,-1.6324912,-2.2795675
24-04-21 17:09,-9.215043,-1.6619495,-2.2334263
24-04-21 17:09,-9.281239,-1.5935998,-2.2483757
24-04-21 17:09,-9.429468,-1.5298088,-2.1507208
24-04-21 17:09,-9.549656,-1.4608269,-2.159905
24-04-21 17:09,-9.543537,-1.4207959,-2.1783407
24-04-21 17:09,-9.515926,-1.4062392,-2.2275558
24-04-21 17:09,-9.41538,-1.441817,-2.220737
24-04-21 17:09,-9.39277,-1.465127,-2.2407238
